% T 864 1.022880E+01 1.022880E+01 1.022880E+01 
    4.110547842272450E-02 5.490500319912558E-02 9.444265099331727E-03
    1.014739956855709E+01 1.019222522367777E+01 1.770785245250845E+00
    1.019050081077594E+01 1.016594552949788E+01 3.469488351601560E+00
    7.798273882259857E-03 1.015826644800100E+01 5.103261779203844E+00
    1.014902172721755E+01 9.958902262669461E+00 6.609580107179972E+00
    1.016350184668170E+01 1.003284051633099E+01 8.334240466937365E+00
    1.692735699074421E+00 1.013874398156261E+01 1.007960952751723E+01
    1.661251920324980E+00 1.016689466158498E+01 1.653213710505646E+00
    1.907976860104407E+00 1.198472434663028E-01 3.558973367005270E+00
    1.823999937315825E+00 1.019475653474262E+01 5.233126736761091E+00
    1.844047159516811E+00 2.248927327171139E-01 6.909003116638524E+00
    1.697664051014225E+00 6.420597656247633E-02 8.414179560294084E+00
    3.460948112339026E+00 9.739509948212332E+00 1.020675489074329E+01
    3.203229779941725E+00 1.016237764483240E+01 1.749576419222504E+00
    3.463316551877744E+00 1.091495507409438E-01 3.669219723823734E+00
    3.350167222144856E+00 1.027048610163554E-01 5.215172826846474E+00
    3.230053006347965E+00 1.993285931295852E-01 6.809055446157647E+00
    3.565682643987010E+00 1.002581150666378E+01 8.604216165108387E+00
    5.214958835751156E+00 1.003801189110374E+01 4.256436404437361E-01
    5.349996960598428E+00 5.387502048532399E-02 1.927428581345326E+00
    5.187214926305730E+00 1.009156768576308E+01 3.616671923120808E+00
    4.978996250531915E+00 1.012590521107463E+01 5.198055147464960E+00
    5.064285271643074E+00 1.895351607244861E-01 6.768894267025962E+00
    5.059318433461585E+00 9.765458333750878E+00 8.550259456379202E+00
    6.760014146503370E+00 2.689031987169474E-02 1.022483147765282E+01
    6.848363513318358E+00 2.210082466848682E-01 1.844825799300595E+00
    6.938243868428798E+00 1.010834901696833E+01 3.503858677025889E+00
    6.844712588425286E+00 1.009177954759883E+01 5.322136780153294E+00
    7.032835297303440E+00 1.009878658868011E+01 6.915173002667608E+00
    6.651315028997018E+00 1.002540648729789E+01 8.312121599507959E+00
    8.639158879075641E+00 1.000213432178526E+01 1.770598703152296E-01
    8.603016103519595E+00 6.990523578699757E-02 1.824498810060660E+00
    8.560486675490226E+00 1.022178464282068E+01 3.345055623565353E+00
    8.357491039941179E+00 1.018265792911123E+01 5.256066182213986E+00
    8.599989252137528E+00 1.011433212123296E+01 6.745874026794752E+00
    8.558378927715379E+00 1.006601446260317E+01 8.367048189157000E+00
    1.224192291156826E-01 1.646722495945296E+00 9.765687486239493E+00
    6.186076366860804E-02 1.612961988112106E+00 1.654820880414530E+00
    1.013408250732472E-01 1.657689779863715E+00 3.681632879394174E+00
