% T 864 1.022880E+01 1.022880E+01 1.022880E+01 
    0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00
    0.000000000000000E+00 0.000000000000000E+00 1.704800000000000E+00
    0.000000000000000E+00 0.000000000000000E+00 3.409600000000000E+00
    0.000000000000000E+00 0.000000000000000E+00 5.114400000000000E+00
    0.000000000000000E+00 0.000000000000000E+00 6.819199999999999E+00
    0.000000000000000E+00 0.000000000000000E+00 8.523999999999999E+00
    1.704800000000000E+00 0.000000000000000E+00 0.000000000000000E+00
    1.704800000000000E+00 0.000000000000000E+00 1.704800000000000E+00
    1.704800000000000E+00 0.000000000000000E+00 3.409600000000000E+00
    1.704800000000000E+00 0.000000000000000E+00 5.114400000000000E+00
    1.704800000000000E+00 0.000000000000000E+00 6.819199999999999E+00
    1.704800000000000E+00 0.000000000000000E+00 8.523999999999999E+00
    3.409600000000000E+00 0.000000000000000E+00 0.000000000000000E+00
    3.409600000000000E+00 0.000000000000000E+00 1.704800000000000E+00
    3.409600000000000E+00 0.000000000000000E+00 3.409600000000000E+00
    3.409600000000000E+00 0.000000000000000E+00 5.114400000000000E+00
    3.409600000000000E+00 0.000000000000000E+00 6.819199999999999E+00
    3.409600000000000E+00 0.000000000000000E+00 8.523999999999999E+00
    5.114400000000000E+00 0.000000000000000E+00 0.000000000000000E+00
    5.114400000000000E+00 0.000000000000000E+00 1.704800000000000E+00
    5.114400000000000E+00 0.000000000000000E+00 3.409600000000000E+00
    5.114400000000000E+00 0.000000000000000E+00 5.114400000000000E+00
    5.114400000000000E+00 0.000000000000000E+00 6.819199999999999E+00
    5.114400000000000E+00 0.000000000000000E+00 8.523999999999999E+00
    6.819199999999999E+00 0.000000000000000E+00 0.000000000000000E+00
    6.819199999999999E+00 0.000000000000000E+00 1.704800000000000E+00
    6.819199999999999E+00 0.000000000000000E+00 3.409600000000000E+00
    6.819199999999999E+00 0.000000000000000E+00 5.114400000000000E+00
    6.819199999999999E+00 0.000000000000000E+00 6.819199999999999E+00
    6.819199999999999E+00 0.000000000000000E+00 8.523999999999999E+00
    8.523999999999999E+00 0.000000000000000E+00 0.000000000000000E+00
    8.523999999999999E+00 0.000000000000000E+00 1.704800000000000E+00
    8.523999999999999E+00 0.000000000000000E+00 3.409600000000000E+00
    8.523999999999999E+00 0.000000000000000E+00 5.114400000000000E+00
    8.523999999999999E+00 0.000000000000000E+00 6.819199999999999E+00
    8.523999999999999E+00 0.000000000000000E+00 8.523999999999999E+00
    0.000000000000000E+00 1.704800000000000E+00 0.000000000000000E+00
    0.000000000000000E+00 1.704800000000000E+00 1.704800000000000E+00
    0.000000000000000E+00 1.704800000000000E+00 3.409600000000000E+00
    0.000000000000000E+00 1.704800000000000E+00 5.114400000000000E+00
    0.000000000000000E+00 1.704800000000000E+00 6.819199999999999E+00
    0.000000000000000E+00 1.704800000000000E+00 8.523999999999999E+00
    1.704800000000000E+00 1.704800000000000E+00 0.000000000000000E+00
    1.704800000000000E+00 1.704800000000000E+00 1.704800000000000E+00
    1.704800000000000E+00 1.704800000000000E+00 3.409600000000000E+00
    1.704800000000000E+00 1.704800000000000E+00 5.114400000000000E+00
    1.704800000000000E+00 1.704800000000000E+00 6.819199999999999E+00
    1.704800000000000E+00 1.704800000000000E+00 8.523999999999999E+00
    3.409600000000000E+00 1.704800000000000E+00 0.000000000000000E+00
    3.409600000000000E+00 1.704800000000000E+00 1.704800000000000E+00
    3.409600000000000E+00 1.704800000000000E+00 3.409600000000000E+00
    3.409600000000000E+00 1.704800000000000E+00 5.114400000000000E+00
    3.409600000000000E+00 1.704800000000000E+00 6.819199999999999E+00
    3.409600000000000E+00 1.704800000000000E+00 8.523999999999999E+00
    5.114400000000000E+00 1.704800000000000E+00 0.000000000000000E+00
