% T 864 1.022880E+01 1.022880E+01 1.022880E+01 
    9.885585274955925E+00 9.602140694321527E+00 9.225915256109637E+00
    3.656651235040029E-01 1.020664908708475E+01 3.502133263544661E+00
    9.612140926776432E-02 5.609833306066598E-01 4.742715518911686E+00
    1.420309708268148E-01 9.634067168428386E+00 5.278634529977412E+00
    1.020920823763203E+01 1.008691053608286E+01 7.518375450271487E+00
    8.554168381912966E+00 2.278327327851755E-01 8.062400684621048E+00
    1.710300225680342E+00 4.862464745219173E-01 9.649379796581821E+00
    7.957662727315492E-01 5.366914893231741E-01 2.640375816969134E+00
    2.527717103797734E+00 6.332476134143457E-01 3.593265584692384E+00
    9.408853265591582E-01 4.662316846478543E-01 5.248472410163455E+00
    1.123891466985893E+00 4.622755530719200E-01 7.298195534874466E+00
    8.009219291579363E-01 8.610920134536736E+00 9.196528874727772E+00
    2.549378680468999E+00 1.135384000833472E+00 9.647774310788458E+00
    3.151397103142865E+00 9.965841138454707E+00 6.942917753800910E-01
    3.685346433006919E+00 1.152408270792570E-01 4.068058108729596E+00
    3.103365435909200E+00 9.802122325916383E+00 4.765565198884430E+00
    3.290339914568873E+00 9.311893414766500E+00 5.716856356935337E+00
    2.354761739834998E+00 2.262011255615218E-01 8.071152134775732E+00
    4.523226971540044E+00 9.943362796361574E+00 9.572333960392605E+00
    5.804403563834796E+00 9.512879808199164E+00 7.738042439182449E-01
    5.649119324286755E+00 1.017181013959959E+01 3.364284461201545E+00
    4.609035483519626E+00 2.679482157984155E-01 4.523727833177195E+00
    3.565968601857043E+00 9.770237657779944E+00 6.630352885876325E+00
    4.836428068414084E+00 1.001635641756108E+01 8.425890693303483E+00
    6.578570400913571E+00 1.601583754144316E-01 9.889962627871437E+00
    6.324363429745596E+00 5.057707694251530E-01 1.965049209073651E+00
    6.785582251577638E+00 1.005487691869607E+01 3.028249227324646E+00
    6.896405731940933E+00 2.563205056139114E-01 5.210247086569429E+00
    5.076863255622363E+00 1.020615766224125E+01 7.458019482298024E+00
    6.012254583224412E+00 1.002077831889003E+01 8.002355282313617E+00
    8.316074765471512E+00 7.680346937378084E-01 7.825596634282400E-01
    9.372372880342201E+00 6.438011009228994E-01 8.397655250741316E-01
    8.582199521643812E+00 7.632622758368961E-01 3.199777880055025E+00
    8.781732847715309E+00 2.303844889224972E-01 5.912776025257363E+00
    9.063190166598796E+00 9.346628170940987E+00 6.657425880205014E+00
    7.652296321178743E+00 8.667196322260072E+00 7.770844358683624E+00
    1.137739251219514E+00 2.207307071924243E+00 9.984896932583611E+00
    9.300315171636123E-01 1.343058388356603E+00 3.494883751060140E-01
    9.802811636668450E+00 2.255902151967739E+00 2.997093188573028E+00
    9.955840096326240E+00 1.929031453337363E+00 6.445555394454049E+00
    9.493039783978258E+00 1.429807518678543E+00 7.260045382091514E+00
    1.512082082481384E-01 2.031432188675221E+00 7.568358807278281E+00
    2.293239682222061E-01 1.279364679908767E+00 9.476483933550696E+00
    3.119796438020265E+00 7.875794257769072E-01 1.159595928262997E+00
    2.629024250735618E+00 1.809748650440600E+00 3.790245131851183E+00
    1.409731660097870E+00 1.536180712855060E+00 5.474783147831860E+00
    2.142557418366602E+00 2.819664810613668E+00 6.842796565528221E+00
    2.268055325837146E+00 1.448285295293416E+00 8.719118300380774E+00
    4.837830338461830E+00 1.686739149272540E+00 1.014094406886552E+01
    4.079787424924520E+00 1.330527509274682E+00 1.245789594814456E+00
    4.518926074719922E+00 3.026302020787480E+00 4.412313287039855E+00
    3.046591521177912E+00 1.494671914372082E+00 5.554723137645324E+00
    2.822932006083900E+00 1.515037781811008E+00 6.648389779984495E+00
    3.974808902303782E+00 2.699126057297619E+00 8.329071180502226E+00
    4.515458937886287E+00 7.003511348143729E-01 1.008854745852359E+01
    4.833566781091380E+00 1.992582936382181E+00 1.453975646535238E+00
    5.815866531658238E+00 2.050194841459163E+00 2.924353027834060E+00
    5.533315854103790E+00 2.021688245243326E+00 5.257861600529617E+00
    4.580934674823987E+00 2.379243221131212E+00 7.537220503724275E+00
    4.999754202511593E+00 1.768473758549940E+00 8.486905336340905E+00
    6.469092191614062E+00 2.490263865816528E+00 1.011461617192379E+01
    6.301158669761654E+00 1.657487369437104E+00 2.089073546825082E+00
    6.410766336484274E+00 7.539463306846500E-01 2.985636774047803E+00
    6.414091569100679E+00 2.424546637754371E+00 4.927472123321332E+00
    6.419708364277810E+00 1.383435826649964E+00 6.622455153387178E+00
