3.219912117739406193e-02 9.284506370608001102e-01
9.659736353218217886e-02 9.033783286666219325e-01
1.609956058869703166e-01 8.546855804894976094e-01
2.253938482417583988e-01 7.851712972690830794e-01
2.897920905965465921e-01 6.987801692478903259e-01
3.541903329513346743e-01 6.003211151139464796e-01
4.185885753061228121e-01 4.951278570469571649e-01
4.829868176609108943e-01 3.886884901437953621e-01
5.473850600156990875e-01 2.862730643529829422e-01
6.117833023704871698e-01 1.925879194782456061e-01
6.761815447252753630e-01 1.114828501089226709e-01
7.405797870800634453e-01 4.573238204698526488e-02
8.049780294348515275e-01 -3.094047382296238879e-03
8.693762717896396097e-01 -3.466581535908397349e-02
9.337745141444278030e-01 -4.982960182062678989e-02
9.981727564992159962e-01 -5.046128472468569548e-02
1.062570998854003967e+00 -3.924675257908361026e-02
1.126969241208792161e+00 -1.941251186971948428e-02
1.191367483563580354e+00 5.569596342104965458e-03
1.255765725918368547e+00 3.227800459898944041e-02
1.320163968273156518e+00 5.761277466962066995e-02
1.384562210627944712e+00 7.902120799621226155e-02
1.448960452982732905e+00 9.466107089513442485e-02
1.513358695337520876e+00 1.034909359358432424e-01
1.577756937692309069e+00 1.052839879502072140e-01
1.642155180047097263e+00 1.005685626844132763e-01
1.706553422401885234e+00 9.050505421954346819e-02
1.770951664756673205e+00 7.671408575493443571e-02
1.835349907111461620e+00 6.107454446620019795e-02
1.899748149466249592e+00 4.551194588275297992e-02
1.964146391821037563e+00 3.179750448307128163e-02
2.028544634175825756e+00 2.137631626102765026e-02
2.092942876530614171e+00 1.523944980120306436e-02
2.157341118885402143e+00 1.384988487325922168e-02
2.221739361240190114e+00 1.712662794766184327e-02
2.286137603594978085e+00 2.448552590318031630e-02
2.350535845949766500e+00 3.492985002400839090e-02
2.414934088304554471e+00 4.717914084393748375e-02
2.479332330659342443e+00 5.982150323583435014e-02
2.543730573014130858e+00 7.147280006782730233e-02
2.608128815368918829e+00 8.092613462648512446e-02
2.672527057723707244e+00 8.727659449536240288e-02
2.736925300078495216e+00 9.000925265410375520e-02
2.801323542433283187e+00 8.904255004583661037e-02
2.865721784788071602e+00 8.472398249385160174e-02
2.930120027142859573e+00 7.777999242081790054e-02
2.994518269497647545e+00 6.922662393736445097e-02
3.058916511852435960e+00 6.025138160770593387e-02
3.123314754207223931e+00 5.207946702045962439e-02
3.187712996562012346e+00 4.583890194207518309e-02
3.252111238916800318e+00 4.243887407890989394e-02
3.316509481271588289e+00 4.247400459280370466e-02
3.380907723626376260e+00 4.616432386604218951e-02
3.445305965981165119e+00 5.333686655053038184e-02
3.509704208335953091e+00 6.345036377710511211e-02
3.574102450690741062e+00 7.565997572603366805e-02
3.638500693045529033e+00 8.891483315491843786e-02
3.702898935400317004e+00 1.020777631866670587e-01
3.767297177755104975e+00 1.140543021923526856e-01
3.831695420109893391e+00 1.239171717243725546e-01
3.896093662464681806e+00 1.310129006560379894e-01
3.960491904819469777e+00 1.350391621793505248e-01
4.024890147174257748e+00 1.360844642361856982e-01
4.089288389529045276e+00 1.346257740623907351e-01
4.153686631883834579e+00 1.314840723984128656e-01
4.218084874238622106e+00 1.277422736242268542e-01
4.282483116593410521e+00 1.246339643077883919e-01
4.346881358948198049e+00 1.234145951423825105e-01
4.411279601302986464e+00 1.252287820629107706e-01
4.475677843657774879e+00 1.309880172465653914e-01
4.540076086012563295e+00 1.412722804721577852e-01
4.604474328367350822e+00 1.562668398544198034e-01
4.668872570722139237e+00 1.757421397008372965e-01
4.733270813076926764e+00 1.990804121125863135e-01
4.797669055431715179e+00 2.253479260520400151e-01
4.862067297786503595e+00 2.534070602116530457e-01
4.926465540141292010e+00 2.820581169039039215e-01
4.990863782496079537e+00 3.101974072406442628e-01
5.055262024850867952e+00 3.369759773531344482e-01
5.119660267205655479e+00 3.619426426767841098e-01
5.184058509560443895e+00 3.851558481345005447e-01
5.248456751915232310e+00 4.072512265772129103e-01
5.312854994270019837e+00 4.294553943829313436e-01
5.377253236624808252e+00 4.535411850945838541e-01
